ID,lemma,pos,frequency,WPM
2453,sangrar,VERB,946,27.488247974913747
2454,barry,PROPN,946,27.488247974913747
2455,21,NUM,944,27.430133285749026
2456,amistad,NOUN,944,27.430133285749026
2457,cubierto,ADJ,944,27.430133285749026
2458,impresión,NOUN,943,27.401075941166667
2459,grace,PROPN,942,27.372018596584304
2460,no?\nsí,ADJ,942,27.372018596584304
2461,conseguí,VERB,941,27.342961252001942
2462,tesoro,NOUN,941,27.342961252001942
2463,concierto,NOUN,941,27.342961252001942
2464,américa,PROPN,939,27.28484656283722
2465,robot,NOUN,938,27.255789218254858
2466,punta,NOUN,937,27.226731873672495
2467,â¿dã³nde,PRON,936,27.197674529090136
2468,atractivo,ADJ,936,27.197674529090136
2469,té,PROPN,935,27.168617184507774
2470,fresco,ADJ,935,27.168617184507774
2471,entrenador,NOUN,935,27.168617184507774
2472,sigu,NOUN,933,27.110502495343052
2473,morder,VERB,933,27.110502495343052
2474,túnel,NOUN,933,27.110502495343052
2475,título,NOUN,933,27.110502495343052
2476,jame,ADJ,933,27.110502495343052
2477,pesadilla,NOUN,932,27.081445150760693
2478,ángeles,PROPN,932,27.081445150760693
2479,nuclear,ADJ,931,27.052387806178327
2480,fábrica,NOUN,931,27.052387806178327
2481,transporte,NOUN,930,27.023330461595968
2482,lisa,PROPN,929,26.994273117013606
2483,europa,PROPN,929,26.994273117013606
2484,servicio,PROPN,929,26.994273117013606
2485,cuando,PRON,928,26.965215772431247
2486,actitud,NOUN,927,26.936158427848884
2487,reserva,NOUN,926,26.907101083266525
2488,estã,ADV,926,26.907101083266525
2489,jodir,VERB,926,26.907101083266525
2490,big,PROPN,926,26.907101083266525
2491,confesar,VERB,925,26.878043738684163
2492,identificación,NOUN,925,26.878043738684163
2493,daniel,PROPN,925,26.878043738684163
2494,cansar,VERB,925,26.878043738684163
2495,terrorista,NOUN,925,26.878043738684163
2496,afortunado,ADJ,924,26.8489863941018
2497,tender,VERB,924,26.8489863941018
2498,dartir,VERB,924,26.8489863941018
2499,viste,NOUN,923,26.81992904951944
2500,bolso,NOUN,923,26.81992904951944
2501,cariã±o,PROPN,921,26.761814360354716
2502,kim,PROPN,921,26.761814360354716
2503,dijiste,PROPN,921,26.761814360354716
2504,echar él,VERB,921,26.761814360354716
2505,abrigo,NOUN,920,26.732757015772354
2506,curioso,ADJ,919,26.703699671189995
2507,largo,NOUN,919,26.703699671189995
2508,tropa,NOUN,919,26.703699671189995
2509,fortuna,NOUN,918,26.674642326607632
2510,determinar,VERB,918,26.674642326607632
2511,tuyo,NOUN,918,26.674642326607632
2512,fã¡cil,ADJ,918,26.674642326607632
2513,â¿en,NOUN,918,26.674642326607632
2514,ahorrar,VERB,918,26.674642326607632
2515,encontré,ADJ,918,26.674642326607632
2516,móvil,NOUN,918,26.674642326607632
2517,disponible,ADJ,917,26.645584982025273
2518,futuro,ADJ,916,26.61652763744291
2519,protocolo,NOUN,916,26.61652763744291
2520,acaba,NOUN,915,26.58747029286055
2521,tono,NOUN,914,26.55841294827819
2522,emocionado,ADJ,913,26.529355603695826
2523,mata,PROPN,913,26.529355603695826
2524,refier,NOUN,912,26.500298259113467
2525,analizar,VERB,912,26.500298259113467
2526,entrega,NOUN,912,26.500298259113467
2527,90,NUM,911,26.4712409145311
2528,perra,PROPN,909,26.41312622536638
2529,is,AUX,909,26.41312622536638
2530,espejo,NOUN,908,26.38406888078402
2531,toma,NOUN,907,26.35501153620166
2532,habéis,ADV,907,26.35501153620166
2533,hicistar,VERB,906,26.3259541916193
2534,tv,NOUN,906,26.3259541916193
2535,patear,VERB,905,26.296896847036937
2536,interrumpir,VERB,904,26.267839502454578
2537,conocerte,NOUN,904,26.267839502454578
2538,porqué,NOUN,904,26.267839502454578
2539,ofender,VERB,904,26.267839502454578
2540,probabilidad,NOUN,904,26.267839502454578
2541,custodia,NOUN,903,26.238782157872215
2542,temo,NOUN,903,26.238782157872215
2543,vinistir,VERB,903,26.238782157872215
2544,coincidir,VERB,901,26.18066746870749
2545,ãºltima,PROPN,901,26.18066746870749
2546,explicación,NOUN,901,26.18066746870749
2547,territorio,NOUN,900,26.151610124125128
2548,da,ADJ,900,26.151610124125128
2549,estã¡n,ADJ,900,26.151610124125128
2550,harã,NOUN,899,26.12255277954277
2551,like,PROPN,899,26.12255277954277
2552,tã­o,PROPN,899,26.12255277954277
2553,doctora,NOUN,899,26.12255277954277
2554,refier,ADJ,898,26.093495434960406
2555,juntar,VERB,898,26.093495434960406
2556,tus,NUM,898,26.093495434960406
2557,francia,PROPN,898,26.093495434960406
2558,madera,NOUN,897,26.064438090378047
2559,amy,PROPN,897,26.064438090378047
2560,inglaterra,PROPN,897,26.064438090378047
2561,genial,PROPN,896,26.035380745795685
2562,rezar,VERB,896,26.035380745795685
2563,is,VERB,896,26.035380745795685
2564,armar,VERB,894,25.977266056630963
2565,príncipe,NOUN,894,25.977266056630963
2566,irte,NOUN,894,25.977266056630963
2567,estadounidense,ADJ,894,25.977266056630963
2568,tendrã,PROPN,893,25.948208712048604
2569,dia,NOUN,893,25.948208712048604
2570,aclarar,VERB,892,25.91915136746624
2571,jeff,PROPN,892,25.91915136746624
2572,piscina,NOUN,892,25.91915136746624
2573,herramienta,NOUN,891,25.89009402288388
2574,ama,NOUN,890,25.861036678301517
2575,conoces,PROPN,889,25.831979333719154
2576,nieve,NOUN,889,25.831979333719154
2577,detectar,VERB,888,25.802921989136795
2578,harvey,PROPN,887,25.773864644554433
2579,palo,NOUN,887,25.773864644554433
2580,campeón,NOUN,886,25.744807299972074
2581,hazme,VERB,886,25.744807299972074
2582,sient,NOUN,886,25.744807299972074
2583,baja,NOUN,885,25.71574995538971
2584,manzana,NOUN,885,25.71574995538971
2585,rendir,VERB,885,25.71574995538971
2586,función,NOUN,883,25.65763526622499
2587,es.\nno,VERB,882,25.62857792164263
2588,regalar,VERB,882,25.62857792164263
2589,personalmente,ADV,882,25.62857792164263
2590,oído,NOUN,882,25.62857792164263
2591,noche,PROPN,882,25.62857792164263
2592,enfermar,VERB,882,25.62857792164263
2593,oigan,PROPN,880,25.570463232477906
2594,llamastir,VERB,880,25.570463232477906
2595,alan,PROPN,880,25.570463232477906
2596,deberã­ir,VERB,880,25.570463232477906
2597,ed,PROPN,880,25.570463232477906
2598,patio,NOUN,879,25.541405887895543
2599,activar,VERB,879,25.541405887895543
2600,rumbo,NOUN,879,25.541405887895543
2601,estã¡s,PROPN,876,25.45423385414846
2602,sé.\npero,ADJ,876,25.45423385414846
2603,asalto,NOUN,876,25.45423385414846
2604,vergüenza,NOUN,876,25.45423385414846
2605,morgan,PROPN,876,25.45423385414846
2606,tío,PROPN,875,25.4251765095661
2607,esto?\nno,VERB,875,25.4251765095661
2608,traicionar,VERB,874,25.396119164983737
2609,llama,PROPN,874,25.396119164983737
2610,suave,ADJ,873,25.36706182040138
2611,diversión,NOUN,873,25.36706182040138
2612,inútil,ADJ,873,25.36706182040138
2613,doce,NUM,873,25.36706182040138
2614,rehén,NOUN,873,25.36706182040138
2615,sí.\nno,VERB,872,25.338004475819016
2616,charla,NOUN,872,25.338004475819016
2617,matt,PROPN,872,25.338004475819016
2618,mover él,VERB,872,25.338004475819016
2619,preocupación,NOUN,871,25.308947131236653
2620,frecuencia,NOUN,870,25.27988978665429
2621,ee,PROPN,870,25.27988978665429
2622,antecedente,NOUN,869,25.250832442071932
2623,dser,VERB,869,25.250832442071932
2624,interno,ADJ,869,25.250832442071932
2625,método,NOUN,868,25.22177509748957
2626,consejo,PROPN,867,25.19271775290721
2627,kyle,PROPN,867,25.19271775290721
2628,celoso,ADJ,866,25.163660408324848
2629,buena,PROPN,866,25.163660408324848
2630,nombrar,VERB,866,25.163660408324848
2631,eso?\nno,NOUN,866,25.163660408324848
2632,rescate,NOUN,865,25.134603063742485
2633,felicidad,NOUN,865,25.134603063742485
2634,temperatura,NOUN,865,25.134603063742485
2635,cuánto,PROPN,865,25.134603063742485
2636,â¿y,VERB,864,25.105545719160126
2637,reportar,VERB,863,25.076488374577764
2638,poli,NOUN,863,25.076488374577764
2639,destrozar,VERB,863,25.076488374577764
2640,locar,VERB,863,25.076488374577764
2641,haber yo,AUX,863,25.076488374577764
2642,cristal,NOUN,863,25.076488374577764
2643,teta,NOUN,862,25.047431029995405
2644,ver,NOUN,862,25.047431029995405
2645,agradecido,ADJ,861,25.018373685413042
2646,carter,PROPN,861,25.018373685413042
2647,firme,ADJ,861,25.018373685413042
2648,empujar,VERB,861,25.018373685413042
2649,bastante,DET,860,24.98931634083068
2650,cerdo,NOUN,860,24.98931634083068
2651,ejercicio,NOUN,860,24.98931634083068
2652,maría,PROPN,859,24.960258996248317
2653,yo,PROPN,859,24.960258996248317
2654,candidato,NOUN,858,24.93120165166596
2655,nacional,ADJ,857,24.902144307083596
2656,sã ,VERB,857,24.902144307083596
2657,terapia,NOUN,857,24.902144307083596
2658,solucionar,VERB,856,24.873086962501237
2659,audiencia,NOUN,856,24.873086962501237
2660,alegro,NOUN,856,24.873086962501237
2661,paciente,ADJ,856,24.873086962501237
2662,cartel,NOUN,855,24.844029617918874
2663,centro,PROPN,854,24.814972273336515
2664,cuanto,ADV,854,24.814972273336515
2665,desesperado,ADJ,854,24.814972273336515
2666,quedser,VERB,854,24.814972273336515
2667,surgir,VERB,853,24.785914928754153
2668,basado,ADJ,853,24.785914928754153
2669,alemán,NOUN,853,24.785914928754153
2670,joder,PROPN,852,24.75685758417179
2671,caza,NOUN,852,24.75685758417179
2672,querã­ir,VERB,852,24.75685758417179
2673,apetecer,VERB,851,24.727800239589428
2674,meta,NOUN,851,24.727800239589428
2675,lástima,NOUN,851,24.727800239589428
2676,princesa,NOUN,851,24.727800239589428
2677,bloquear,VERB,851,24.727800239589428
2678,cuadro,NOUN,850,24.698742895007065
2679,auténtico,ADJ,850,24.698742895007065
2680,frente,ADV,849,24.669685550424706
2681,pasear,VERB,848,24.640628205842344
2682,ducha,NOUN,848,24.640628205842344
2683,coma,NOUN,848,24.640628205842344
2684,estuvistir,VERB,848,24.640628205842344
2685,inspector,NOUN,848,24.640628205842344
2686,dudar,VERB,847,24.611570861259985
2687,favor,VERB,847,24.611570861259985
2688,paliza,NOUN,846,24.582513516677622
2689,central,PROPN,846,24.582513516677622
2690,científico,NOUN,846,24.582513516677622
2691,anunciar,VERB,845,24.553456172095263
2692,popular,ADJ,845,24.553456172095263
2693,haría,NOUN,844,24.5243988275129
2694,inmediato,NOUN,844,24.5243988275129
2695,imagino,ADJ,843,24.49534148293054
2696,rick,PROPN,843,24.49534148293054
2697,salvar él,VERB,843,24.49534148293054
2698,lado,ADJ,842,24.46628413834818
2699,castigar,VERB,842,24.46628413834818
2700,alegro,ADJ,841,24.437226793765817
2701,fotografía,NOUN,841,24.437226793765817
2702,es?\nno,VERB,840,24.408169449183454
2703,depósito,NOUN,840,24.408169449183454
2704,reputación,NOUN,839,24.37911210460109
2705,vuestra,ADJ,839,24.37911210460109
2706,23,NUM,839,24.37911210460109
2707,maldición,NOUN,838,24.350054760018732
2708,violento,ADJ,838,24.350054760018732
2709,vegas,PROPN,837,24.32099741543637
2710,coño,NOUN,837,24.32099741543637
2711,instalación,NOUN,837,24.32099741543637
2712,muñeca,NOUN,837,24.32099741543637
2713,terminado,ADJ,836,24.29194007085401
2714,bestia,NOUN,835,24.26288272627165
2715,piensa,ADJ,835,24.26288272627165
2716,actual,ADJ,835,24.26288272627165
2717,vuelve,PROPN,835,24.26288272627165
2718,deporte,NOUN,835,24.26288272627165
2719,coincidencia,NOUN,834,24.23382538168929
2720,ira,NOUN,834,24.23382538168929
2721,saludar,VERB,834,24.23382538168929
2722,señoría,PROPN,834,24.23382538168929
2723,ensayo,NOUN,833,24.204768037106927
2724,majestad,PROPN,833,24.204768037106927
2725,elegante,ADJ,832,24.175710692524568
2726,gira,NOUN,832,24.175710692524568
2727,positivo,ADJ,832,24.175710692524568
2728,bota,NOUN,832,24.175710692524568
2729,no.\nno,VERB,832,24.175710692524568
2730,patrulla,NOUN,831,24.146653347942205
2731,precisamente,ADV,831,24.146653347942205
2732,cinturón,NOUN,831,24.146653347942205
2733,querã­ar,VERB,830,24.117596003359843
2734,despuã,PROPN,830,24.117596003359843
2735,tubo,NOUN,830,24.117596003359843
2736,comportar,VERB,829,24.08853865877748
2737,vestir,VERB,829,24.08853865877748
2738,político,ADJ,829,24.08853865877748
2739,gary,PROPN,829,24.08853865877748
2740,?\nno,VERB,828,24.059481314195118
2741,onda,NOUN,828,24.059481314195118
2742,jones,PROPN,827,24.03042396961276
2743,vendedor,NOUN,826,24.001366625030396
2744,sabor,NOUN,825,23.972309280448037
2745,poseer,VERB,825,23.972309280448037
2746,hank,PROPN,825,23.972309280448037
2747,st,PROPN,824,23.943251935865675
2748,rubio,ADJ,824,23.943251935865675
2749,cigarrillo,NOUN,824,23.943251935865675
2750,dame,NOUN,823,23.914194591283316
2751,bien.\ngracias,PROPN,823,23.914194591283316
2752,mira,INTJ,823,23.914194591283316
2753,iré,PROPN,823,23.914194591283316
2754,pasajero,NOUN,823,23.914194591283316
2755,importancia,NOUN,823,23.914194591283316
2756,ambulancia,NOUN,822,23.885137246700953
2757,casualidad,NOUN,821,23.856079902118594
2758,círculo,NOUN,821,23.856079902118594
2759,amigo,PROPN,820,23.827022557536228
2760,dean,PROPN,820,23.827022557536228
2761,comunicar,VERB,819,23.79796521295387
2762,entendido,ADJ,819,23.79796521295387
2763,muro,NOUN,818,23.768907868371507
2764,parada,NOUN,817,23.739850523789144
2765,out,PROPN,817,23.739850523789144
2766,diablo,PROPN,817,23.739850523789144
2767,explicar él,VERB,816,23.710793179206785
2768,filmar,VERB,816,23.710793179206785
2769,tãº,NOUN,815,23.681735834624423
2770,obligado,ADJ,815,23.681735834624423
2771,conservar,VERB,815,23.681735834624423
2772,reparar,VERB,815,23.681735834624423
2773,pasar él,VERB,815,23.681735834624423
2774,estupendo,VERB,814,23.652678490042064
2775,ido,ADJ,814,23.652678490042064
2776,sacastar,VERB,814,23.652678490042064
2777,boleto,NOUN,813,23.6236211454597
2778,ross,PROPN,813,23.6236211454597
2779,enojar,VERB,812,23.594563800877342
2780,compañera,NOUN,812,23.594563800877342
2781,ayudante,NOUN,812,23.594563800877342
2782,parir,VERB,811,23.56550645629498
2783,consecuencia,NOUN,811,23.56550645629498
2784,oliver,PROPN,810,23.536449111712617
2785,te,PROPN,810,23.536449111712617
2786,nacional,PROPN,810,23.536449111712617
2787,valioso,ADJ,810,23.536449111712617
2788,city,PROPN,809,23.507391767130255
2789,sótano,NOUN,809,23.507391767130255
2790,misil,NOUN,809,23.507391767130255
2791,disculpa,PROPN,809,23.507391767130255
2792,vomitar,VERB,808,23.478334422547896
2793,seguido,ADJ,808,23.478334422547896
2794,prã³ximo,ADJ,808,23.478334422547896
2795,pasã³,VERB,808,23.478334422547896
2796,ahã­,NOUN,808,23.478334422547896
2797,jueves,NOUN,808,23.478334422547896
2798,sean,PROPN,807,23.449277077965533
2799,trabajador,NOUN,807,23.449277077965533
2800,moda,NOUN,806,23.420219733383174
2801,opinar,VERB,806,23.420219733383174
2802,pasã³,PROPN,806,23.420219733383174
2803,dirã,NOUN,806,23.420219733383174
2804,bien.\ny,PROPN,804,23.36210504421845
2805,ahora.\nno,VERB,803,23.33304769963609
2806,â¿por,INTJ,803,23.33304769963609
2807,oculto,ADJ,803,23.33304769963609
2808,rodar,VERB,803,23.33304769963609
2809,oeste,PROPN,803,23.33304769963609
2810,grandioso,ADJ,802,23.303990355053728
2811,quinto,ADJ,802,23.303990355053728
2812,bien.\nsí,PROPN,802,23.303990355053728
2813,violación,NOUN,802,23.303990355053728
2814,interior,ADJ,802,23.303990355053728
2815,darã,PROPN,802,23.303990355053728
2816,diz,ADJ,801,23.27493301047137
2817,dico,ADJ,801,23.27493301047137
2818,corredor,NOUN,801,23.27493301047137
2819,lata,NOUN,801,23.27493301047137
2820,arreglo,NOUN,801,23.27493301047137
2821,podrã­ir,VERB,800,23.245875665889002
2822,mayor,PROPN,800,23.245875665889002
2823,jackson,PROPN,800,23.245875665889002
2824,ruso,NOUN,799,23.216818321306643
2825,alerta,NOUN,799,23.216818321306643
2826,acostumbrado,ADJ,799,23.216818321306643
2827,debes,PROPN,798,23.18776097672428
2828,espós,ADJ,798,23.18776097672428
2829,discusión,NOUN,798,23.18776097672428
2830,castillo,NOUN,798,23.18776097672428
2831,smith,PROPN,797,23.158703632141922
2832,ordenador,NOUN,797,23.158703632141922
2833,caro,ADJ,797,23.158703632141922
2834,prioridad,NOUN,796,23.12964628755956
2835,elemento,NOUN,796,23.12964628755956
2836,lily,PROPN,795,23.1005889429772
2837,implicar,VERB,794,23.071531598394838
2838,novela,NOUN,794,23.071531598394838
2839,dibujo,NOUN,793,23.042474253812475
2840,mágico,ADJ,793,23.042474253812475
2841,estrategia,NOUN,793,23.042474253812475
2842,senador,NOUN,792,23.013416909230116
2843,encuentra,NOUN,791,22.984359564647754
2844,síntoma,NOUN,791,22.984359564647754
2845,vela,NOUN,791,22.984359564647754
2846,interrogar,VERB,791,22.984359564647754
2847,pleno,ADJ,790,22.95530222006539
2848,confundir,VERB,790,22.95530222006539
2849,don't,PROPN,790,22.95530222006539
2850,aparentemente,ADV,789,22.92624487548303
2851,solas,NOUN,789,22.92624487548303
2852,impuesto,NOUN,789,22.92624487548303
2853,corriente,NOUN,789,22.92624487548303
2854,iglesia,PROPN,788,22.89718753090067
2855,salvaje,ADJ,788,22.89718753090067
2856,got,PROPN,788,22.89718753090067
2857,club,PROPN,787,22.868130186318307
2858,arena,NOUN,787,22.868130186318307
2859,básicamente,ADV,787,22.868130186318307
2860,annie,PROPN,786,22.83907284173595
2861,vida.\nno,NOUN,786,22.83907284173595
2862,oeste,NOUN,786,22.83907284173595
2863,cole,PROPN,786,22.83907284173595
2864,humanidad,NOUN,786,22.83907284173595
2865,gracias.\nde,VERB,785,22.810015497153586
2866,humo,NOUN,785,22.810015497153586
2867,veneno,NOUN,785,22.810015497153586
2868,little,PROPN,785,22.810015497153586
2869,rodeado,ADJ,784,22.780958152571227
2870,helado,NOUN,782,22.722843463406505
2871,rosa,PROPN,781,22.693786118824143
2872,refugio,NOUN,781,22.693786118824143
2873,apreciar,VERB,781,22.693786118824143
2874,lectura,NOUN,780,22.664728774241777
2875,come,PROPN,779,22.635671429659418
2876,carl,PROPN,779,22.635671429659418
2877,fuerza,PROPN,779,22.635671429659418
2878,romántico,ADJ,778,22.606614085077055
2879,historial,NOUN,778,22.606614085077055
2880,educación,NOUN,778,22.606614085077055
2881,escritorio,NOUN,777,22.577556740494696
2882,acusación,NOUN,777,22.577556740494696
2883,algo.\nno,NOUN,777,22.577556740494696
2884,traficante,NOUN,777,22.577556740494696
2885,payaso,NOUN,776,22.548499395912334
2886,ambiente,NOUN,775,22.519442051329975
2887,vídeo,NOUN,775,22.519442051329975
2888,espacial,ADJ,775,22.519442051329975
2889,tripulación,NOUN,775,22.519442051329975
2890,can,PROPN,775,22.519442051329975
2891,tim,PROPN,774,22.490384706747612
2892,experimentar,VERB,774,22.490384706747612
2893,quién,NOUN,773,22.461327362165253
2894,borde,NOUN,773,22.461327362165253
2895,orgullo,NOUN,772,22.43227001758289
2896,estómago,NOUN,772,22.43227001758289
2897,instinto,NOUN,771,22.40321267300053
2898,nosotra,NOUN,771,22.40321267300053
2899,horario,NOUN,771,22.40321267300053
2900,sí.\nsí,PROPN,771,22.40321267300053
2901,camiseta,NOUN,770,22.374155328418166
2902,distrito,NOUN,770,22.374155328418166
2903,grito,NOUN,769,22.345097983835803
2904,35,NUM,769,22.345097983835803
2905,quejar,VERB,769,22.345097983835803
2906,literalmente,ADV,768,22.316040639253444
2907,dã³nde,PRON,767,22.28698329467108
2908,lenguaje,NOUN,767,22.28698329467108
2909,ubicación,NOUN,767,22.28698329467108
2910,examinar,VERB,767,22.28698329467108
2911,asistir,VERB,767,22.28698329467108
2912,refiero,ADJ,766,22.257925950088723
2913,divorcio,NOUN,766,22.257925950088723
2914,garganta,NOUN,766,22.257925950088723
2915,hablado,ADJ,766,22.257925950088723
2916,símbolo,NOUN,765,22.22886860550636
2917,vez.\nno,NOUN,765,22.22886860550636
2918,secuestro,NOUN,765,22.22886860550636
2919,guerrero,NOUN,764,22.199811260924
2920,queja,NOUN,764,22.199811260924
2921,haré,AUX,764,22.199811260924
2922,oficina,PROPN,763,22.17075391634164
2923,ir tú,VERB,763,22.17075391634164
2924,asegurar él,VERB,762,22.14169657175928
2925,misterio,NOUN,762,22.14169657175928
2926,impresionante,ADJ,762,22.14169657175928
2927,48,NUM,761,22.112639227176917
2928,lleva,ADJ,761,22.112639227176917
2929,forzar,VERB,761,22.112639227176917
2930,pescar,VERB,760,22.083581882594554
2931,diré,VERB,760,22.083581882594554
2932,contrario,ADJ,759,22.054524538012192
2933,fase,NOUN,759,22.054524538012192
2934,diseñar,VERB,759,22.054524538012192
2935,martes,NOUN,759,22.054524538012192
2936,personalidad,NOUN,759,22.054524538012192
2937,obsesionado,ADJ,759,22.054524538012192
2938,habrã,PROPN,759,22.054524538012192
2939,alemán,ADJ,759,22.054524538012192
2940,jenny,PROPN,758,22.025467193429833
2941,gasto,NOUN,757,21.99640984884747
2942,miami,PROPN,757,21.99640984884747
2943,representante,NOUN,756,21.967352504265108
2944,hartar,VERB,756,21.967352504265108
2945,prostituta,NOUN,755,21.93829515968275
2946,maã±án,ADJ,754,21.909237815100386
2947,estarás,NOUN,754,21.909237815100386
2948,salto,NOUN,753,21.880180470518027
2949,transmitir,VERB,753,21.880180470518027
2950,aparato,NOUN,753,21.880180470518027
2951,rifle,NOUN,753,21.880180470518027
2952,pulmón,NOUN,752,21.851123125935665
2953,gratis,PROPN,752,21.851123125935665
2954,lealtad,NOUN,751,21.822065781353306
2955,prís,ADJ,751,21.822065781353306
2956,cuanta,NOUN,751,21.822065781353306
2957,vaca,NOUN,751,21.822065781353306
2958,moto,NOUN,751,21.822065781353306
2959,rescatar,VERB,750,21.79300843677094
2960,déjame,NOUN,750,21.79300843677094
2961,texas,PROPN,750,21.79300843677094
2962,batería,NOUN,750,21.79300843677094
2963,capa,NOUN,750,21.79300843677094
2964,desconocido,ADJ,749,21.76395109218858
2965,china,PROPN,749,21.76395109218858
2966,pequeã±o,PROPN,749,21.76395109218858
2967,qué?\nporque,PRON,749,21.76395109218858
2968,razã³n,PROPN,749,21.76395109218858
2969,alquilar,VERB,748,21.73489374760622
2970,wayne,PROPN,748,21.73489374760622
2971,crema,NOUN,748,21.73489374760622
2972,adolescente,NOUN,747,21.70583640302386
2973,â¿no,PROPN,747,21.70583640302386
2974,últimamente,ADV,746,21.676779058441497
2975,ponerte,NOUN,746,21.676779058441497
2976,seco,ADJ,746,21.676779058441497
2977,gobernador,NOUN,746,21.676779058441497
2978,eléctrico,ADJ,746,21.676779058441497
2979,ios,PROPN,746,21.676779058441497
2980,sentar yo,VERB,745,21.647721713859134
2981,reciente,ADJ,745,21.647721713859134
2982,maggie,PROPN,745,21.647721713859134
2983,estarás,PROPN,744,21.618664369276775
2984,hechizo,NOUN,744,21.618664369276775
2985,tí,PRON,743,21.589607024694413
2986,tomo,VERB,743,21.589607024694413
2987,fiebre,NOUN,743,21.589607024694413
2988,dã³lar,NOUN,743,21.589607024694413
2989,biblioteca,NOUN,743,21.589607024694413
2990,nuestro,PRON,742,21.560549680112054
2991,escúchamir,VERB,742,21.560549680112054
2992,apretar,VERB,742,21.560549680112054
2993,judío,NOUN,742,21.560549680112054
2994,calidad,NOUN,741,21.53149233552969
2995,exponer,VERB,741,21.53149233552969
2996,jodida,NOUN,740,21.50243499094733
2997,apropiado,ADJ,740,21.50243499094733
2998,basta,PROPN,740,21.50243499094733
2999,plan,PROPN,740,21.50243499094733
3000,arreglar él,VERB,739,21.473377646364966
3001,hundir,VERB,739,21.473377646364966
3002,terry,PROPN,739,21.473377646364966
3003,cruel,ADJ,739,21.473377646364966
3004,emitir,VERB,738,21.444320301782607
3005,irás,VERB,738,21.444320301782607
3006,competencia,NOUN,737,21.415262957200245
3007,olvidser,VERB,737,21.415262957200245
3008,señorita,PROPN,737,21.415262957200245
3009,park,PROPN,737,21.415262957200245
3010,desagradable,ADJ,737,21.415262957200245
3011,400,NUM,736,21.386205612617886
3012,escudo,NOUN,736,21.386205612617886
3013,sentar él,VERB,736,21.386205612617886
3014,roger,PROPN,736,21.386205612617886
3015,jesse,PROPN,736,21.386205612617886
3016,sopa,NOUN,735,21.357148268035523
3017,efectivo,ADJ,735,21.357148268035523
3018,karen,PROPN,735,21.357148268035523
3019,bandera,NOUN,734,21.328090923453164
3020,no.\nno,NOUN,734,21.328090923453164
3021,resistir,VERB,734,21.328090923453164
3022,castigo,NOUN,734,21.328090923453164
3023,suicidio,NOUN,734,21.328090923453164
3024,ayudarno,NOUN,734,21.328090923453164
3025,quédate,PROPN,734,21.328090923453164
3026,ejecutar,VERB,734,21.328090923453164
3027,empiecir,VERB,733,21.2990335788708
3028,admirar,VERB,731,21.24091888970608
3029,encontrar yo,VERB,731,21.24091888970608
3030,podía,NOUN,731,21.24091888970608
3031,preocupar él,VERB,731,21.24091888970608
3032,sã³lo,VERB,731,21.24091888970608
3033,ultimo,ADJ,731,21.24091888970608
3034,medio,ADJ,731,21.24091888970608
3035,sara,PROPN,731,21.24091888970608
3036,aéreo,ADJ,730,21.211861545123718
3037,podiar,VERB,730,21.211861545123718
3038,hoyo,NOUN,730,21.211861545123718
3039,contentar,VERB,730,21.211861545123718
3040,cerdo,ADJ,730,21.211861545123718
3041,robado,ADJ,730,21.211861545123718
3042,invierno,NOUN,729,21.182804200541355
3043,invitación,NOUN,726,21.09563216679427
3044,conseguir él,VERB,726,21.09563216679427
3045,kelly,PROPN,726,21.09563216679427
3046,sé.\nno,VERB,725,21.066574822211912
3047,dirás,VERB,724,21.03751747762955
3048,cojón,NOUN,724,21.03751747762955
3049,pecado,NOUN,724,21.03751747762955
3050,mostrar él,VERB,724,21.03751747762955
3051,ganador,NOUN,724,21.03751747762955
3052,alterar,VERB,724,21.03751747762955
3053,testimonio,NOUN,723,21.00846013304719
3054,cero,NOUN,723,21.00846013304719
3055,afuera,NOUN,723,21.00846013304719
3056,siento,NOUN,723,21.00846013304719
3057,sigar,VERB,723,21.00846013304719
3058,estarã,PROPN,723,21.00846013304719
3059,stark,PROPN,723,21.00846013304719
3060,apellido,NOUN,722,20.979402788464828
3061,conciencia,NOUN,722,20.979402788464828
3062,arder,VERB,722,20.979402788464828
3063,sal,ADJ,722,20.979402788464828
3064,leyenda,NOUN,722,20.979402788464828
3065,sector,NOUN,722,20.979402788464828
3066,sentir yo,VERB,722,20.979402788464828
3067,tenga,NOUN,721,20.950345443882465
3068,encontrer,VERB,721,20.950345443882465
3069,bicicleta,NOUN,720,20.921288099300103
3070,sacarte,NOUN,720,20.921288099300103
3071,cartera,NOUN,720,20.921288099300103
3072,beth,PROPN,720,20.921288099300103
3073,burlar,VERB,720,20.921288099300103
3074,â¿tién,NOUN,719,20.89223075471774
3075,joya,NOUN,719,20.89223075471774
3076,sur,PROPN,719,20.89223075471774
3077,irmir,VERB,719,20.89223075471774
3078,house,PROPN,718,20.86317341013538
3079,temprano,ADJ,718,20.86317341013538
3080,retener,VERB,718,20.86317341013538
3081,medicamento,NOUN,717,20.83411606555302
3082,plata,NOUN,717,20.83411606555302
3083,maravilla,NOUN,717,20.83411606555302
3084,dimir,VERB,717,20.83411606555302
3085,almorzar,VERB,717,20.83411606555302
3086,completar,VERB,717,20.83411606555302
3087,unidad,PROPN,717,20.83411606555302
3088,adentro,ADJ,716,20.80505872097066
3089,ronda,NOUN,716,20.80505872097066
3090,desnudo,ADJ,716,20.80505872097066
